year,kode urusan,urusan,skpd/ukpd,prorgram,kegiatan,dpa
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Timur,Program Pembinaan Peran Serta Masyarakat Terhadap Pemuda,Lomba Kreatifitas Seni Remaja,"175,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program Pemberdayaan Perempuan dalam ekonomi keluarga dan masyarakat,Peningkatan ketrampilan perempuan dalam usaha ekonomi keluarga melalui kewirausahaan,"107,000,000"
2013,1.07,PERHUBUNGAN,UPT  Pengelola Angkutan  Perairan dan Kepelabuhan,Program peningkatan pelayanan angkutan umum,Docking Kapal Catamaran UP. Angkutan Perairan dan Kepelabuhanan,"200,000,000"
2013,1.24,KEARSIPAN,Kantor Perpustakaan Dan Arsip Daerah - JAKPUS,Program peningkatan pelayanan arsip daerah,Pendataan Kearsipan,"30,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Kebersihan - JAKUT,Peningkatan sarana dan prasarana Pekerjaan Umum,Pemeliharaan Rutin/Berkala Alat-alat Angkutan.,"6,203,686,320"
2013,1.08,LINGKUNGAN HIDUP,Kantor Lingkungan Hidup - JAKUT,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,"Pengadaan BBM, Pemeliharaan, dan Pengurusan STNK Kendaraan Dinas.","50,000,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Cempaka Putih - JAKPUS,Program pencegahan dan penanggulangan penyakit menular,Pencegahan dan Pengendalian DBD,"485,385,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKPUS",Program optimalisasi pemanfaatan teknologi informasi,Pengelolaan dan Helpdesk Pendayagunaan Sistem Informasi di Lingkungan Pemerintah Kota Administrasi Jakarta Pusat,"50,000,000"
2013,1.13,SOSIAL,Panti Sosial Tresna Werdha Budi Mulia 3,Program pelayanan dan rehabilitasi sosial,Bimbingan Pskologis,"16,800,000"
2013,1.13,SOSIAL,Panti Sosial Bina Daksa Budi Bhakti,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Penyediaan Alat Tulis Kantor,"5,430,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Pusat,Program peningkatan sarana dan prasarana Pendidikan,Pengadaan Peralatan Praktek Program Keahlian Akuntansi,"77,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,UPT Dana Bergulir,Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,"Penyediaan Biaya Telepon, Air, Listrik dan Internet","290,000,000"
2013,1.05,PENATAAN RUANG,Sudin Pengawasan Dan Penertiban Bangunan - JAKBAR,peningkatan sarana dan prasarana Penataan Ruang,Pengadaan Alat Ukur Elektronik,"40,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jakbar,3. Program pengelolaan keragaman budaya,Pelatihan Seni Tari Betawi Tingkat Madya Bagi Pelaku,"110,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Ragunan,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,"Penyediaaan jasa komunikasi, internet dan listrik","1,856,640,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,UPT Pusdiklat KB dan Kesetaraan Gender,Program penguatan kelembagaan pengarusutamaan gender dan anak,Pelatihan Kesetaraan dan Keadilan Gender,"87,852,500"
2013,1.17,KEBUDAYAAN,Taman Arkeologi P. Onrust,8. Program peningkatan sarana prasarana Kebudayaan,Rehab Ruang Genset Pulau Onrust,"100,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Kebersihan - JAKUT,"Program Penerapan sistem 3R (reduce, reuse, recycle) di tingkat RW (Dedicated)",Pembinaan dan Pendampingan System 3R.,"325,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO KEPALA DAERAH Dan KERJASAMA LUAR NEGERI,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Penyusunan Jurnal dan Buku Besar Transaksi Keuangan UKPD,"125,000,000"
2013,1.03,PEKERJAAN UMUM,DINAS KEBERSIHAN,Program peningkatan kebersihan kota,Jasa Swastanisasi Penanganan Kebersihan Kecamatan Gambir,"8,005,863,138"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",SEKRETARIAT DAERAH,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Meneliti dan menilai prioritas dan kelayakan rencana program kerja Setdaprov DKI Jakarta,"250,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKTIM,Program pendidikan luar biasa,"Pembinaan Guru SLB

","60,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P","Sudin Peternakan, Perikanan dan Kelautan - JAKUT","Program penerapan kaidah good governance dalam penyelenggaraan urusan Perikanan, Kelautan, dan Peternakan","Operasi terpadu penertiban jalur kapal penangkap ikan dan Pemeriksaan fisik, dokumen, alat tangkap pada kapal ikan","250,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan dan Pencatatan Sipil - JAKPUS,Program peningkatan pengelolaan administrasi kependudukan,Pelayanan Adminduk Secara Mobile,"150,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jakut,3. Program pengelolaan keragaman budaya,Pelatihan Kesenian Tingkat Dasar Bagi Guru TK,"120,000,000"
2013,1.21,KETAHANAN PANGAN,Balai Proteksi Tanaman,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,Pembangunan Shelter Parkir BPT  ,"200,000,000"
2013,1.13,SOSIAL,Panti Sosial Bina Daksa Budi Bhakti,Program pelayanan dan rehabilitasi sosial,Penyediaan Makanan dan Minuman WBS Semester I,"855,225,000"
2013,1.07,PERHUBUNGAN,UPT Terminal dan Angkutan Jalan,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perhubungan",Pemeliharaan Bangunan Terminal Bus Kampung Rambutan,"300,000,000"
2013,1.01,PENDIDIKAN,Planetarium dan Observatorium,Program pelaksanaan SPM lain urusan Pendidikan,Auting Kinerja Kepegawaian Planetarium & Observatorium,"65,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Jalan - JAKUT,Program Pembangunan Jalan dan Jembatan,"Konsultan Perencanaan Teknis Kegiatan Peningkatan Jalan di Kecamatan Penjaringan 



","37,500,000"
2013,2.04,PARIWISATA,UPT Pusat Pelatihan dan Sertifikasi Kepariwisataan,1. Program penerapan kaidah good governance dalam penyelenggaraan urusan Pariwisata,Pelatihan tenaga kerja pariwisata Bidang Waiter/Waitress,"160,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO ORGANISASI Dan TATA LAKSANA,Program penataan kelembagaan dan ketatalaksanaan,Perumusan dan Pembahasan Organisasi dan Tata Kerja SKPD/UKPD/Satuan Pelaksana Pada Lingkup Lembaga Teknis Daerah sesuai dengan Peraturan Perundang-undangan dan kebutuhan,"450,560,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKTIM,Program Pembinaan Peran Serta Masyarakat Terhadap Pemuda,"Lomba Gudep Tergiat Tingkat Kota Jakarta Timur

","100,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKBAR,Program pembangunan fasilitas perhubungan,Pembangunan Guard Rail di Wilayah Kecamatan Kalideres,"100,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Ciracas Jakarta Timur,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Pengadaan AC Lemari/Portable,"75,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB","Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pemberdayaan Masyarakat.",Koordinasi dan Supervisi Pengelolaan Keuangan SKPD BPMPKB Prov.DKI Jakarta,"80,181,600"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Barat,Penerapan prinsip good governance dalam penyelenggaraan urusan Ketenagakerjaan,Penyediaan Cetakan,"50,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKSEL,Program pemberdayaan komunitas perpustakaan dalam pengelolaan perpustakaan,Perpanjangan Jam Layanan Perpustakaan,"255,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO UMUM,Program pelayanan Kerumahtanggaan dan Persandian,Pekerjaan Sipil yang Sifatnya Mendesak di Gedung Jakarta Islamic Center,"400,000,000"
2013,1.17,KEBUDAYAAN,Museum Joang 45,8. Program peningkatan sarana prasarana Kebudayaan,Pemeliharaan dan Perawatan Gedung Museum Joang 45,"100,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Balai Kesehatan Hewan dan Ikan,Program pencegahan dan penanggulangan penyakit ternak,Pengadaan Peralatan Penunjang laboratorium Diagnostik Balai Kesehatan Hewan dan Ikan,"200,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - JAKBAR,"2. Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pariwisata",Pemeliharaan Informasi Teknologi dan Penggantian Suku Cadang,"60,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Barat,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Penyusunan RKA dan DPA- SKPD Puslatdikjur Jakarta Barat Th Anggaran 14,"25,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Ragunan,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Pembuatan gapura Gelanggang Olahraga Ragunan,"95,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program penguatan kelembagaan pengarusutamaan gender dan anak,Pelatihan Kesetaraan Gender Bagi Santri Pondok Pesantren,"125,000,000"
2013,1.21,KETAHANAN PANGAN,Sudin Pertanian dan Kehutanan - JAKBAR,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,"Penyediaan Jasa Telepon,Air, Listrik, dan Internet","80,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan - Kep. Seribu,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Pelaksanaan Operasional Pengawas Sekolah,"75,000,000"
2013,1.05,PENATAAN RUANG,Sudin Perizinan Bangunan - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,Penyediaan Transport Kegiatan/Rapat diluar kantor dalam Provinsi,"10,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,DINAS PERINDUSTRIAN Dan ENERGI,Program Pemeliharaan dan Operasional Penerangan Jalan dan Sarana Umum Kota,Pengadaan Armatur lengkap JPO ,"1,850,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO PRASARANA Dan SARANA KOTA,Program koordinasi kebijakan pembangunan,Monitoring dan Evaluasi Pelaksanaan Kegiatan Perbaikan Lingkungan Perumahan di Wilayah Provinsi DKI Jakarta,"250,000,000"
2013,1.17,KEBUDAYAAN,Museum Bahari,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Penyediaan Alat Tulis Kantor,"100,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"DINAS KOPERASI,  UMKM, DAN PERDAGANGAN","Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Koperasi dan UKM",Sosialisasi pergub usaha simpan pinjam oleh koperasi,"50,000,000"
2013,1.08,LINGKUNGAN HIDUP,UPT Laboratorium Lingkungan Hidup Daerah,Program peningkatan sarana dan prasarana Lingkungan Hidup,Pengadaan Sarana Penunjang Laboratorium,"415,000,000"
2013,1.05,PENATAAN RUANG,BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Program Peningkatan Pelayanan Ketatakotaan,Penyelesaian Kewajiban Sanksi SP3L di DKI Jakarta,"300,000,000"
2013,1.24,KEARSIPAN,Kantor Perpustakaan Dan Arsip Daerah - JAKBAR,Program peningkatan pelayanan arsip daerah,Bimbingan dan Pembekalan kearsipan bagi Kasugab TU SMK/SMA,"100,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO PEREKONOMIAN,Program koordinasi kebijakan perekonomian,Koordinasi Penyelenggaraan Sektor Ketenagakerjaan,"100,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,UPT Kelistrikan - Kep. Seribu,Program Pemeliharaan dan Operasional Penerangan Jalan dan Sarana Umum Kota,Pemeliharan /perbaikan jaringan distribusi listrik jaringan tegangan menengah (JTM kabel darat dan laut) dan gardu listrik di Kepulauan seribu (Juli-Desember),"825,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Tata Air - JAKPUS,Pemeliharaan dan Operasional Infrastrukur Pengendali Banjir,Pembangunan Sheet Pile Kali Sentiong (Pramuka s/d Jembatan Marto),"10,000,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program penerapan kaidah good governance dalam penyelenggaraan urusan Pemberdayaan Masyarakat Dan Desa (RW),Bimbingan Teknis Kearsipan Dinamis,"118,380,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan - Kep. Seribu,Program pendidikan non formal dan informal,Peningkatan Mutu Ketrampilan Kewanitaan,"150,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",Program pembinaan kewirausahaan dan keunggulan UKM,Memasyarakatkan Koperasi bagi P2WKSS,"50,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKUT,Program Pemeliharaan dan Operasional Penerangan Jalan dan Sarana Umum Kota,"Pemeliharaan/Perawatan Pencahayaan Kota Periode Januari s/d Juni 2013 Kecamatan Cilincing zona II Jakarta Utara 

","230,000,000"
2013,1.13,SOSIAL,DINAS SOSIAL,Program pelayanan dan rehabilitasi sosial,Bimbingan Pelatihan Kemandirian Bagi KTK dan PM bermasalah,"350,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKBAR",Program pembinaan dan pengembangan lembaga Koperasi dan UKM,Partisipasi pada Harkopnas,"250,000,000"
2013,1.13,SOSIAL,Panti Sosial Tresna Werdha Budi Mulia 4,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Penyediaan Inventaris Kantor,"20,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,UPT Pusdiklat KB dan Kesetaraan Gender,Penerapan prinsip kaidah good governance dalam penyelenggaraan urusan Keluarga Berencana,Kebersihan Kantor Pusdiklat KB dan KG,"159,603,840"
2013,1.17,KEBUDAYAAN,Sudin Kebudayaan - JAKPUS,8. Program peningkatan sarana prasarana Kebudayaan,"Pengadaan alat Kesenian Marawis dbagi Organisasi Kesenian/Sekolah di Kelurahan Utan Panjang

","5,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,UPT Kelistrikan - Kep. Seribu,Program Pengembangan Penerangan Jalan dan Sarana Umum,Penatacahayaan lampu hias pada kawasan khusus di wilayah Kabupaten Administrasi Kepulauan Seribu,"200,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"Pusat Promosi Usaha Mikro, Kecil dan Menengah",Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,Pengadaan partisi/penyekat ruangan,"100,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program kesehatan reproduksi remaja,Sosialisasi Program GenRe bagi Anggota Saka Kencana Tk. Provinsi DKI Jakarta,"150,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 1,Program pelayanan dan rehabilitasi sosial,Penyediaan Perlengkapan Sekolah,"102,250,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Timur,Program peningkatan sarana prasarana ketenagakerjaan,Penyediaan Peralatan Pelatihan Teknik Komputer,"95,080,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jakpus,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Pengadaan Komponen Instalansi Listrik/Penerangan Bangunan Kantor,"15,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKSEL,Program peningkatan mutu pendidikan,Pembinaan Sanggar MKS dan Gugus Tingkat Kota Adm. Jakarta Selatan,"103,462,500"
2013,2.04,PARIWISATA,Sudin Pariwisata - JAKBAR,1. Program penerapan kaidah good governance dalam penyelenggaraan urusan Pariwisata,Penyediaan Transport Kegiatan/Rapat Dinas di Luar Kantor Dalam Provinsi,"38,000,000"
2013,1.05,PENATAAN RUANG,BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,Pengelolaan Ketatausahaan Biro,"120,000,000"
2013,1.02,KESEHATAN,DINAS KESEHATAN,Program pengembangan lingkungan sehat,Program Penyehatan makanan (food scuriti),"250,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 6,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Penyediaan Alat Tulis Kantor,"30,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program peningkatan keberdayaan masyarakat kelurahan,Perkuatan Posyantek di DKI Jakarta,"203,909,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jakpus,3. Program pengelolaan keragaman budaya,Pelatihan Kesenian Tingkat Dasar bagi Guru Sekolah Dasar,"150,000,000"
2013,1.02,KESEHATAN,BLUD RS Koja,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,Pemeliharaan Building Manajemen Rumah Sakit,"2,250,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKUT",Program peningkatan citra positif pemerintah,Pengembangan Video Profil Pemkot Jakarta Utara,"80,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,BADAN KESATUAN BANGSA Dan POLITIK,Program pencegahan dan penanggulangan konflik,Fasilitasi Dalam Rangka Menciptakan Jakarta Yang Kondusif,"3,000,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKPUS,Program Pemeliharaan dan Operasional Penerangan Jalan dan Sarana Umum Kota,Pemeliharaan/Perawatan Pencahayaan Kota Kec.Kemayoran Periode Januari-Juni 2013,"320,000,000"
2013,1.08,LINGKUNGAN HIDUP,Kantor Lingkungan Hidup - JAKPUS,Program peningkatan peran serta masyarakat dalam pengelolaan Lingkungan Hidup,Pembinaan dan Seleksi Usulan Calon Penerima Program Kalpataru Tingkat Wilayah Jakarta Pusat,"75,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 3,Program pelayanan dan rehabilitasi sosial,Penyediaan Pakaian WBS,"101,010,000"
2013,1.24,KEARSIPAN,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Program peningkatan pelayanan arsip daerah,Konsultasi dan asistensi pengolahan Arsip/Dokumen SKPD entitas Akuntansi,"160,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Barat,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Rehab Pagar Gelanggang Remaja Kecamatan Kembangan,"100,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Sudin Peternakan dan Perikanan - JAKSEL,"Program penerapan kaidah good governance dalam penyelenggaraan urusan Perikanan, Kelautan, dan Peternakan","Penyediaan Jasa Telepon,Air, Listrik, dan Internet RPU","304,800,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKPUS,Program peningkatan mutu pendidikan,Pemilihan Kepala Sekolah berprestasi dan berdedikasi,"100,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKTIM,Program peningkatan kesehatan lingkungan permukiman,Inventarisasi Jalan Lingkungan/MHT Kec. Kramat Jati TA 2013,"350,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan - JAKPUS,Program peningkatan kapasitas SDM Perencana Pembangunan,Keikutsertaan dalam Pelatihan/Seminar Perencanaan Pembangunan,"50,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan Dan Pencatatan Sipil - JAKTIM,Program peningkatan pengelolaan administrasi kependudukan,Pemanfaatan dan Penataan Register Akta,"100,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - JAKUT,1. Program penerapan kaidah good governance dalam penyelenggaraan urusan Pariwisata,Pengembangan Wawasan Kepariwisataan bagi SDM Pariwisata,"60,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKUT,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perhubungan,Pengawasan dan pengendalian lalu lintas angkutan natal dan tahun baru,"28,728,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO PRASARANA Dan SARANA KOTA,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Pengadaan Cetakan Umum,"7,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKTIM,Program pembangunan fasilitas perhubungan,"Pembangunan Mata Kucing / Road Stood Jakarta Timur

","50,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,UPT Pusdiklat KB dan Kesetaraan Gender,Program Keluarga Berencana (KB),Pelatihan Kependudukan dan KB bagi Petugas Lapangan,"103,902,500"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 4,Program pelayanan dan rehabilitasi sosial,Perawatan Kebersihan WBS,"122,196,800"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Barat,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,"Pemeliharaan Gelanggang Remaja Jakarta Barat, Gelanggang Remaja Kecamatan dan Fasilitas Olaharaga Jakarta Barat","1,380,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKSEL,Program Pengembangan Penerangan Jalan dan Sarana Umum,Pembangunan Penerangan Jalan Lokal/MHT Kelurahan Cikoko,"200,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pemakaman - JAKUT,Program peningkatan sarana dan prasarana Lingkungan Hidup,"Peningkatan Jalan  Blok  TPU Semper

","375,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKUT,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perhubungan,"Pengawasan, pengendalian dan penertiban lalu lintas di Wilayah Jakarta Utara","734,960,000"
2013,1.08,LINGKUNGAN HIDUP,BLUD Taman Marga Satwa Ragunan,Program peningkatan sarana dan prasarana Lingkungan Hidup,Pengadaan peralatan kedokteran,"200,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Utara,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Pembuatan Toren Gelanggang Remaja Kec. Tanjung Priok,"125,000,000"
2013,2.06,PERDAGANGAN,UPT Balai Metrologi,Program peningkatan sarana dan prasarana Perdagangan,PEMELIHARAAN AC,"75,000,000"
